Authors,Source,Title,Year,Thermal transformation span (TSPAN) - (AF-MF) - (°C),Calculated Density (g/cm^3),Ni (at.%),composition,Ti (at.%),Pd (at.%)
W. Cai; S. Tanaka; K. Otsuka,Materials Science Forum,Thermal cyclic characteristics under load in a Ti50.6Pd30Ni19.4 alloy,2000.0,52.0,7.615594,19.4,Ni19.4Ti50.6Pd30.0 %,50.6,30.0
P.K. Kumar; D.C. Lagoudas,Acta Materialia,Experimental and microstructural characterization of simultaneous creep; plasticity and phase transformation in Ti50Pd40Ni10 high-temperature shape memory alloy,2010.0,51.0,7.9535,10.0,Ni10.0Ti50.0Pd40.0 %,50.0,40.0
P.K. Kumar; D.C. Lagoudas,Acta Materialia,Experimental and microstructural characterization of simultaneous creep; plasticity and phase transformation in Ti50Pd40Ni10 high-temperature shape memory alloy,2010.0,53.0,7.9535,10.0,Ni10.0Ti50.0Pd40.0 %,50.0,40.0
P.K. Kumar; D.C. Lagoudas,Acta Materialia,Experimental and microstructural characterization of simultaneous creep; plasticity and phase transformation in Ti50Pd40Ni10 high-temperature shape memory alloy,2010.0,53.0,7.9535,10.0,Ni10.0Ti50.0Pd40.0 %,50.0,40.0
P.K. Kumar; D.C. Lagoudas,Acta Materialia,Experimental and microstructural characterization of simultaneous creep; plasticity and phase transformation in Ti50Pd40Ni10 high-temperature shape memory alloy,2010.0,53.0,7.9535,10.0,Ni10.0Ti50.0Pd40.0 %,50.0,40.0
P.K. Kumar; D.C. Lagoudas,Acta Materialia,Experimental and microstructural characterization of simultaneous creep; plasticity and phase transformation in Ti50Pd40Ni10 high-temperature shape memory alloy,2010.0,56.0,7.9535,10.0,Ni10.0Ti50.0Pd40.0 %,50.0,40.0
P.K. Kumar; D.C. Lagoudas,Acta Materialia,Experimental and microstructural characterization of simultaneous creep; plasticity and phase transformation in Ti50Pd40Ni10 high-temperature shape memory alloy,2010.0,63.0,7.9535,10.0,Ni10.0Ti50.0Pd40.0 %,50.0,40.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,22.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,21.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,21.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,23.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,26.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,26.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,29.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,38.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,50.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,54.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,64.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,66.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,68.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,77.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,79.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,80.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,89.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,89.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
P.K. Kumar; U. Desai; J.A. Monroe; D.C. Lagoudas; I. Karaman; G.S. Bigelow; R.D. Noebe,Materials Science and Engineering A,Experimental investigation of simultaneous creep; plasticity and transformation of Ti50.5Pd30Ni19.5 high temperature shape memory alloy during cyclic actuation,2011.0,92.0,7.619995,19.5,Ni19.5Ti50.5Pd30.0 %,50.5,30.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,28.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,31.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; H.J. Maier,Scripta Metallurgica et Materialia,Comparative analysis of the effects of severe plastic deformation and thermomechanical training on the functional stability of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2011.0,50.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhamik,Journal of Alloys and Compounds,Microstructure and transformation behaviour of Ni75−XTiXPd25 high temperature shape memory alloys,2013.0,18.0,7.473047,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhamik,Journal of Alloys and Compounds,Microstructure and transformation behaviour of Ni75−XTiXPd25 high temperature shape memory alloys,2013.0,22.0,7.473047,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhamik,Journal of Alloys and Compounds,Microstructure and transformation behaviour of Ni75−XTiXPd25 high temperature shape memory alloys,2013.0,19.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhamik,Journal of Alloys and Compounds,Microstructure and transformation behaviour of Ni75−XTiXPd25 high temperature shape memory alloys,2013.0,163.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhamik,Journal of Alloys and Compounds,Microstructure and transformation behaviour of Ni75−XTiXPd25 high temperature shape memory alloys,2013.0,24.0,7.499453,25.3,Ni25.3Ti49.7Pd25.0 %,49.7,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhamik,Journal of Alloys and Compounds,Microstructure and transformation behaviour of Ni75−XTiXPd25 high temperature shape memory alloys,2013.0,26.0,7.499453,25.3,Ni25.3Ti49.7Pd25.0 %,49.7,25.0
K.V. Ramaiah; C.N. Saikrishna; J. Bhagyaraj; Gouthama; S.K. Bhamik,Intermetallics,Influence of Sc addition on microstructure and transformation behaviour of Ni24.7Ti50.3Pd25.0 high temperature shape memory alloy,2013.0,21.0,7.473047,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; J. Bhagyaraj; Gouthama; S.K. Bhamik,Intermetallics,Influence of Sc addition on microstructure and transformation behaviour of Ni24.7Ti50.3Pd25.0 high temperature shape memory alloy,2013.0,23.0,7.473047,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,44.0,7.339645,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,44.0,7.339645,28.5,Ni28.5Ti50.5Pd21.0 %,50.5,21.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,31.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,41.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,44.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,47.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,60.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe; D. Gaydosh ,Materials Science and Engineering A,The effect of training on two-way shape memory effect of binary NiTi and NiTi based ternary high temperature shape memory alloys,2013.0,63.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhaumik,Materials and Design ,Ni24.7Ti50.3Pd25.0 high temperature shape memory alloy with narrow thermal hysteresis and high thermal stability,2014.0,15.0,7.473047,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhaumik,Materials and Design ,Ni24.7Ti50.3Pd25.0 high temperature shape memory alloy with narrow thermal hysteresis and high thermal stability,2014.0,16.0,7.473047,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhaumik,Materials and Design ,Ni24.7Ti50.3Pd25.0 high temperature shape memory alloy with narrow thermal hysteresis and high thermal stability,2014.0,17.0,7.473047,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhaumik,Materials and Design ,Ni24.7Ti50.3Pd25.0 high temperature shape memory alloy with narrow thermal hysteresis and high thermal stability,2014.0,17.0,7.473047,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhaumik,Materials and Design ,Ni24.7Ti50.3Pd25.0 high temperature shape memory alloy with narrow thermal hysteresis and high thermal stability,2014.0,19.0,7.473047,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhaumik,Materials and Design ,Ni24.7Ti50.3Pd25.0 high temperature shape memory alloy with narrow thermal hysteresis and high thermal stability,2014.0,20.0,7.473047,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhaumik,Materials and Design ,Ni24.7Ti50.3Pd25.0 high temperature shape memory alloy with narrow thermal hysteresis and high thermal stability,2014.0,21.0,7.473047,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna; Gouthama; S.K. Bhaumik,Materials and Design ,Ni24.7Ti50.3Pd25.0 high temperature shape memory alloy with narrow thermal hysteresis and high thermal stability,2014.0,21.0,7.473047,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
K.V. Ramaiah; C.N. Saikrishna;  Gouthama; S.K. Bhaumik,Materials Characterization ,Microstructure and transformation behavior of NiTiPd high temperature shape-memory alloy with Sc micro-addition,2015.0,20.0,7.473047,24.7,Ni24.7Ti50.3Pd25.0 %,50.3,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,77.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,67.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,40.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,39.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,31.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,30.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,29.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,34.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,45.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,62.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,85.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,90.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,95.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,126.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,40.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,54.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,71.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,82.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,104.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Acta Materialia,Formation of nanoscaled precipitates and their effects on the high-temperature shape-memory characteristics of a Ti50Ni15Pd25Cu10 alloy,2012.0,105.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,85.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,47.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,74.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,94.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,100.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,104.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,105.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,106.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,106.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
M.I. Khan; H.Y. Kim; T. Nam; S. Miyazaki,Journal of Alloys and Compounds,Effect of Cu addition on the high temperature shape memory properties of Ti50Ni25Pd25 alloy,2013.0,109.0,7.48625,25.0,Ni25.0Ti50.0Pd25.0 %,50.0,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Materials Science and Engineering A,Influence of tantalum additions on the microstructure and shape memory response of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2014.0,28.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Materials Science and Engineering A,Influence of tantalum additions on the microstructure and shape memory response of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2014.0,21.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Materials Science and Engineering A,Influence of tantalum additions on the microstructure and shape memory response of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2014.0,28.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Materials Science and Engineering A,Influence of tantalum additions on the microstructure and shape memory response of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2014.0,36.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Materials Science and Engineering A,Influence of tantalum additions on the microstructure and shape memory response of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2014.0,47.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Materials Science and Engineering A,Influence of tantalum additions on the microstructure and shape memory response of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2014.0,52.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
K.C. Atli; I. Karaman; R.D. Noebe,Materials Science and Engineering A,Influence of tantalum additions on the microstructure and shape memory response of Ti50.5Ni24.5Pd25 high-temperature shape memory alloy,2014.0,62.0,7.464245,24.5,Ni24.5Ti50.5Pd25.0 %,50.5,25.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,47.0,6.86325,45.0,Ni45.0Ti50.0Pd5.0 %,50.0,5.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz; G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,45.0,6.92555,43.0,Ni43.0Ti50.0Pd7.0 %,50.0,7.0
